NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
libsystemd0              249.11-0ubuntu3.12               249.11-0ubuntu3.19                                   deb             CVE-2026-29111       Medium      0.1% (2nd)    < 0.1
libudev1                 249.11-0ubuntu3.12               249.11-0ubuntu3.19                                   deb             CVE-2026-29111       Medium      0.1% (2nd)    < 0.1
torch                    2.5.1+cu124                      2.10.0                                               python          GHSA-qfhq-4f3w-5fph  Low         0.2% (8th)    < 0.1
python                   3.11.10                          3.9.25, 3.10.20, *3.11.15, 3.12.13, ...              UnknownPackage  CVE-2025-6075        Medium      0.1% (3rd)    < 0.1
bsdutils                 1:2.37.2-4ubuntu3.4                                                                   deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
libblkid1                2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
libmount1                2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
libsmartcols1            2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
libuuid1                 2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
mount                    2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
util-linux               2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-27456       Medium      0.1% (1st)    < 0.1
gzip                     1.10-4ubuntu4.1                  1.10-4ubuntu4.2                                      deb             CVE-2026-41991       Medium      0.1% (1st)    < 0.1
python                   3.11.10                                                                               UnknownPackage  CVE-2026-0864        Medium      0.1% (2nd)    < 0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2026-22801       Medium      0.1% (1st)    < 0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2026-22801       Medium      0.1% (1st)    < 0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59845       Medium      0.1% (1st)    < 0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59845       Medium      0.1% (1st)    < 0.1
bsdutils                 1:2.37.2-4ubuntu3.4                                                                   deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
libblkid1                2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
libmount1                2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
libsmartcols1            2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
libuuid1                 2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
mount                    2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
util-linux               2.37.2-4ubuntu3.4                                                                     deb             CVE-2026-13595       Medium      0.1% (1st)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56132       Medium      0.1% (1st)    < 0.1
libsystemd0              249.11-0ubuntu3.12                                                                    deb             CVE-2026-40228       Low         0.2% (6th)    < 0.1
libudev1                 249.11-0ubuntu3.12                                                                    deb             CVE-2026-40228       Low         0.2% (6th)    < 0.1
openssl                  3.3.2                            1.1.1ze, 3.0.19, *3.3.6, 3.4.4, 3.5.5, ...           UnknownPackage  CVE-2025-69418       Medium      0.1% (1st)    < 0.1
libncurses6              6.3-2ubuntu0.1                                                                        deb             CVE-2025-6141        Low         0.2% (6th)    < 0.1
libncursesw6             6.3-2ubuntu0.1                                                                        deb             CVE-2025-6141        Low         0.2% (6th)    < 0.1
libtinfo6                6.3-2ubuntu0.1                                                                        deb             CVE-2025-6141        Low         0.2% (6th)    < 0.1
ncurses-base             6.3-2ubuntu0.1                                                                        deb             CVE-2025-6141        Low         0.2% (6th)    < 0.1
ncurses-bin              6.3-2ubuntu0.1                                                                        deb             CVE-2025-6141        Low         0.2% (6th)    < 0.1
python                   3.11.10                          *3.13.13, 3.14.4, 3.15.0a8                           UnknownPackage  CVE-2025-13462       Low         0.2% (6th)    < 0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2025-68160       Low         0.2% (4th)    < 0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2025-68160       Low         0.2% (4th)    < 0.1
libacl1                  2.3.1-1                                                                               deb             CVE-2026-54370       Medium      < 0.1% (0th)  < 0.1
pygments                 2.18.0                           2.20.0                                               python          GHSA-5239-wwwm-4pmq  Low         0.2% (5th)    < 0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2026-22795       Low         0.1% (4th)    < 0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2026-22795       Low         0.1% (4th)    < 0.1
